numEntries=101;mcShape=92;lcShape=0;highestFreq=6;lowestFreq=0;numPopulated=58;numUnpopulated=70;popUnpopRatio=0.829;meanShape=63.525;meanFreq=0.789;sdShape=35.301;sdFreq=1.170
numEntries=117;mcShape=33;lcShape=0;highestFreq=10;lowestFreq=0;numPopulated=61;numUnpopulated=67;popUnpopRatio=0.910;meanShape=55.214;meanFreq=0.914;sdShape=36.560;sdFreq=1.566
numEntries=122;mcShape=33;lcShape=0;highestFreq=12;lowestFreq=0;numPopulated=57;numUnpopulated=71;popUnpopRatio=0.803;meanShape=51.000;meanFreq=0.953;sdShape=37.708;sdFreq=1.866
numEntries=131;mcShape=33;lcShape=0;highestFreq=14;lowestFreq=0;numPopulated=55;numUnpopulated=73;popUnpopRatio=0.753;meanShape=51.962;meanFreq=1.023;sdShape=39.149;sdFreq=2.174
numEntries=136;mcShape=33;lcShape=0;highestFreq=15;lowestFreq=0;numPopulated=59;numUnpopulated=69;popUnpopRatio=0.855;meanShape=54.434;meanFreq=1.063;sdShape=37.387;sdFreq=2.168
numEntries=144;mcShape=20;lcShape=0;highestFreq=12;lowestFreq=0;numPopulated=55;numUnpopulated=73;popUnpopRatio=0.753;meanShape=52.319;meanFreq=1.125;sdShape=37.622;sdFreq=2.236
numEntries=122;mcShape=20;lcShape=0;highestFreq=10;lowestFreq=0;numPopulated=55;numUnpopulated=73;popUnpopRatio=0.753;meanShape=50.877;meanFreq=0.953;sdShape=37.505;sdFreq=1.887
numEntries=119;mcShape=20;lcShape=0;highestFreq=10;lowestFreq=0;numPopulated=49;numUnpopulated=79;popUnpopRatio=0.620;meanShape=51.714;meanFreq=0.930;sdShape=36.003;sdFreq=1.905
numEntries=100;mcShape=28;lcShape=0;highestFreq=13;lowestFreq=0;numPopulated=45;numUnpopulated=83;popUnpopRatio=0.542;meanShape=48.690;meanFreq=0.781;sdShape=36.747;sdFreq=1.828
numEntries=114;mcShape=28;lcShape=17;highestFreq=11;lowestFreq=1;numPopulated=49;numUnpopulated=79;popUnpopRatio=0.620;meanShape=47.246;meanFreq=0.891;sdShape=36.746;sdFreq=1.847
numEntries=113;mcShape=20;lcShape=8;highestFreq=18;lowestFreq=1;numPopulated=48;numUnpopulated=80;popUnpopRatio=0.600;meanShape=45.929;meanFreq=0.883;sdShape=39.540;sdFreq=2.252
numEntries=114;mcShape=20;lcShape=9;highestFreq=23;lowestFreq=1;numPopulated=43;numUnpopulated=85;popUnpopRatio=0.506;meanShape=40.719;meanFreq=0.891;sdShape=40.413;sdFreq=2.538
numEntries=120;mcShape=20;lcShape=18;highestFreq=27;lowestFreq=1;numPopulated=40;numUnpopulated=88;popUnpopRatio=0.455;meanShape=38.608;meanFreq=0.938;sdShape=38.822;sdFreq=2.901
numEntries=110;mcShape=20;lcShape=8;highestFreq=23;lowestFreq=1;numPopulated=41;numUnpopulated=87;popUnpopRatio=0.471;meanShape=39.909;meanFreq=0.859;sdShape=40.508;sdFreq=2.524
numEntries=114;mcShape=20;lcShape=9;highestFreq=27;lowestFreq=1;numPopulated=42;numUnpopulated=86;popUnpopRatio=0.488;meanShape=38.167;meanFreq=0.891;sdShape=42.275;sdFreq=2.804
numEntries=122;mcShape=20;lcShape=14;highestFreq=22;lowestFreq=1;numPopulated=42;numUnpopulated=86;popUnpopRatio=0.488;meanShape=39.000;meanFreq=0.953;sdShape=40.876;sdFreq=2.683
numEntries=152;mcShape=20;lcShape=18;highestFreq=34;lowestFreq=1;numPopulated=45;numUnpopulated=83;popUnpopRatio=0.542;meanShape=38.033;meanFreq=1.188;sdShape=42.907;sdFreq=3.710
numEntries=100;mcShape=20;lcShape=0;highestFreq=19;lowestFreq=0;numPopulated=39;numUnpopulated=89;popUnpopRatio=0.438;meanShape=45.810;meanFreq=0.781;sdShape=39.604;sdFreq=2.204
numEntries=85;mcShape=20;lcShape=0;highestFreq=13;lowestFreq=0;numPopulated=31;numUnpopulated=97;popUnpopRatio=0.320;meanShape=46.647;meanFreq=0.664;sdShape=39.675;sdFreq=1.791
numEntries=105;mcShape=20;lcShape=0;highestFreq=19;lowestFreq=0;numPopulated=35;numUnpopulated=93;popUnpopRatio=0.376;meanShape=44.800;meanFreq=0.820;sdShape=41.496;sdFreq=2.353
numEntries=121;mcShape=20;lcShape=0;highestFreq=19;lowestFreq=0;numPopulated=34;numUnpopulated=94;popUnpopRatio=0.362;meanShape=44.223;meanFreq=0.945;sdShape=39.396;sdFreq=2.762
numEntries=102;mcShape=20;lcShape=0;highestFreq=14;lowestFreq=0;numPopulated=36;numUnpopulated=92;popUnpopRatio=0.391;meanShape=44.824;meanFreq=0.797;sdShape=39.933;sdFreq=2.170
numEntries=98;mcShape=20;lcShape=0;highestFreq=14;lowestFreq=0;numPopulated=35;numUnpopulated=93;popUnpopRatio=0.376;meanShape=43.500;meanFreq=0.766;sdShape=40.466;sdFreq=2.138
numEntries=111;mcShape=19;lcShape=0;highestFreq=11;lowestFreq=0;numPopulated=35;numUnpopulated=93;popUnpopRatio=0.376;meanShape=43.441;meanFreq=0.867;sdShape=42.289;sdFreq=2.213
numEntries=101;mcShape=33;lcShape=0;highestFreq=20;lowestFreq=0;numPopulated=30;numUnpopulated=98;popUnpopRatio=0.306;meanShape=42.822;meanFreq=0.789;sdShape=41.345;sdFreq=2.603
numEntries=111;mcShape=33;lcShape=0;highestFreq=24;lowestFreq=0;numPopulated=28;numUnpopulated=100;popUnpopRatio=0.280;meanShape=42.234;meanFreq=0.867;sdShape=41.768;sdFreq=2.980
numEntries=75;mcShape=33;lcShape=0;highestFreq=13;lowestFreq=0;numPopulated=30;numUnpopulated=98;popUnpopRatio=0.306;meanShape=47.520;meanFreq=0.586;sdShape=39.437;sdFreq=1.689
numEntries=59;mcShape=33;lcShape=0;highestFreq=8;lowestFreq=0;numPopulated=28;numUnpopulated=100;popUnpopRatio=0.280;meanShape=53.864;meanFreq=0.461;sdShape=37.781;sdFreq=1.230
numEntries=62;mcShape=33;lcShape=0;highestFreq=12;lowestFreq=0;numPopulated=27;numUnpopulated=101;popUnpopRatio=0.267;meanShape=50.016;meanFreq=0.484;sdShape=39.632;sdFreq=1.452
numEntries=54;mcShape=33;lcShape=0;highestFreq=8;lowestFreq=0;numPopulated=27;numUnpopulated=101;popUnpopRatio=0.267;meanShape=49.574;meanFreq=0.422;sdShape=39.454;sdFreq=1.216
numEntries=56;mcShape=33;lcShape=0;highestFreq=11;lowestFreq=0;numPopulated=24;numUnpopulated=104;popUnpopRatio=0.231;meanShape=53.464;meanFreq=0.438;sdShape=39.898;sdFreq=1.374
numEntries=52;mcShape=33;lcShape=0;highestFreq=10;lowestFreq=0;numPopulated=23;numUnpopulated=105;popUnpopRatio=0.219;meanShape=52.365;meanFreq=0.406;sdShape=37.103;sdFreq=1.290
numEntries=47;mcShape=33;lcShape=0;highestFreq=8;lowestFreq=0;numPopulated=22;numUnpopulated=106;popUnpopRatio=0.208;meanShape=52.809;meanFreq=0.367;sdShape=38.318;sdFreq=1.237
numEntries=54;mcShape=33;lcShape=0;highestFreq=14;lowestFreq=0;numPopulated=23;numUnpopulated=105;popUnpopRatio=0.219;meanShape=51.370;meanFreq=0.422;sdShape=37.936;sdFreq=1.579
numEntries=51;mcShape=33;lcShape=0;highestFreq=12;lowestFreq=0;numPopulated=25;numUnpopulated=103;popUnpopRatio=0.243;meanShape=50.627;meanFreq=0.398;sdShape=39.892;sdFreq=1.388
numEntries=47;mcShape=31;lcShape=0;highestFreq=8;lowestFreq=0;numPopulated=25;numUnpopulated=103;popUnpopRatio=0.243;meanShape=59.383;meanFreq=0.367;sdShape=36.794;sdFreq=1.103
numEntries=44;mcShape=31;lcShape=0;highestFreq=8;lowestFreq=0;numPopulated=25;numUnpopulated=103;popUnpopRatio=0.243;meanShape=58.909;meanFreq=0.344;sdShape=36.403;sdFreq=0.980
numEntries=64;mcShape=33;lcShape=0;highestFreq=13;lowestFreq=0;numPopulated=28;numUnpopulated=100;popUnpopRatio=0.280;meanShape=55.516;meanFreq=0.500;sdShape=36.562;sdFreq=1.611
numEntries=99;mcShape=33;lcShape=0;highestFreq=32;lowestFreq=0;numPopulated=30;numUnpopulated=98;popUnpopRatio=0.306;meanShape=47.970;meanFreq=0.773;sdShape=39.192;sdFreq=3.155
numEntries=106;mcShape=33;lcShape=0;highestFreq=42;lowestFreq=0;numPopulated=28;numUnpopulated=100;popUnpopRatio=0.280;meanShape=45.255;meanFreq=0.828;sdShape=42.409;sdFreq=3.983
